stop_signal.proactive_SSRT_speeding,1.0
stop_signal.proactive_slowing,1.0
stop_signal.stop_acc,1.0
stop_signal.stop_rt_error,-1.0
stop_signal.stop_rt_error_std,1.0
stop_signal.total_errors,-1.0
stroop.EZ_drift,1.0
stroop.EZ_drift_congruent,1.0
stroop.EZ_drift_incongruent,1.0
stroop.EZ_non_decision,-1.0
stroop.EZ_non_decision_congruent,-1.0
stroop.EZ_non_decision_incongruent,-1.0
stroop.EZ_thresh,1.0
stroop.EZ_thresh_congruent,1.0
stroop.EZ_thresh_incongruent,1.0
stroop.acc,1.0
stroop.avg_rt,-1.0
stroop.avg_rt_error,1.0
stroop.congruency_seq_acc,1.0
stroop.congruency_seq_rt,1.0
stroop.congruent_errors,-1.0
stroop.congruent_rt,-1.0
stroop.errors,-1.0
stroop.hddm_drift,1.0
stroop.hddm_drift_congruent,1.0
stroop.hddm_drift_incongruent,1.0
stroop.hddm_non_decision,1.0
stroop.hddm_thresh,1.0
stroop.incongruent_errors,-1.0
stroop.incongruent_rt,-1.0
stroop.missed_percent,-1.0
stroop.post_error_slowing,1.0
stroop.std_rt,1.0
stroop.std_rt_error,1.0
stroop.stroop_EZ_drift,1.0
stroop.stroop_EZ_non_decision,1.0
stroop.stroop_EZ_thresh,1.0
stroop.stroop_acc,1.0
stroop.stroop_hddm_drift,1.0
stroop.stroop_rt,-1.0
ten_item_personality_survey.agreeableness,1.0
ten_item_personality_survey.conscientiousness,1.0
ten_item_personality_survey.emotional_stability,1.0
ten_item_personality_survey.extraversion,1.0
ten_item_personality_survey.openness,1.0
theories_of_willpower_survey.endorse_limited_resource,-1.0
threebytwo.EZ_drift,1.0
threebytwo.EZ_drift_cue_stay_100.0,1.0
threebytwo.EZ_drift_cue_stay_900.0,1.0
threebytwo.EZ_drift_cue_switch_100.0,1.0
threebytwo.EZ_drift_cue_switch_900.0,1.0
threebytwo.EZ_drift_task_switch_100.0,1.0
threebytwo.EZ_drift_task_switch_900.0,1.0
threebytwo.EZ_non_decision,-1.0
threebytwo.EZ_non_decision_cue_stay_100.0,-1.0
threebytwo.EZ_non_decision_cue_stay_900.0,-1.0
threebytwo.EZ_non_decision_cue_switch_100.0,-1.0
threebytwo.EZ_non_decision_cue_switch_900.0,-1.0
threebytwo.EZ_non_decision_task_switch_100.0,-1.0
threebytwo.EZ_non_decision_task_switch_900.0,-1.0
threebytwo.EZ_thresh,1.0
threebytwo.EZ_thresh_cue_stay_100.0,1.0
threebytwo.EZ_thresh_cue_stay_900.0,1.0
threebytwo.EZ_thresh_cue_switch_100.0,1.0
threebytwo.EZ_thresh_cue_switch_900.0,1.0
threebytwo.EZ_thresh_task_switch_100.0,1.0
threebytwo.EZ_thresh_task_switch_900.0,1.0
threebytwo.acc,1.0
threebytwo.avg_rt,-1.0
threebytwo.avg_rt_error,1.0
threebytwo.cue_switch_cost_EZ_drift_100.0,1.0
threebytwo.cue_switch_cost_EZ_drift_900.0,1.0
threebytwo.cue_switch_cost_EZ_non_decision_100.0,1.0
threebytwo.cue_switch_cost_EZ_non_decision_900.0,1.0
threebytwo.cue_switch_cost_EZ_thresh_100.0,1.0
threebytwo.cue_switch_cost_EZ_thresh_900.0,1.0
threebytwo.cue_switch_cost_hddm_drift,1.0
threebytwo.cue_switch_cost_rt_100.0,-1.0
threebytwo.cue_switch_cost_rt_900.0,-1.0
threebytwo.hddm_drift,1.0
threebytwo.hddm_drift_100.0,1.0
threebytwo.hddm_drift_900.0,1.0
threebytwo.hddm_drift_cue_stay,1.0
threebytwo.hddm_drift_cue_switch,1.0
threebytwo.hddm_drift_task_stay,1.0
threebytwo.hddm_drift_task_switch,1.0
threebytwo.hddm_non_decision,1.0
threebytwo.hddm_thresh,1.0
threebytwo.missed_percent,-1.0
threebytwo.post_error_slowing,1.0
threebytwo.std_rt,1.0
threebytwo.std_rt_error,1.0
threebytwo.task_inhibition_100.0,-1.0
threebytwo.task_inhibition_900.0,-1.0
threebytwo.task_switch_cost_EZ_drift_100.0,1.0
threebytwo.task_switch_cost_EZ_drift_900.0,1.0
threebytwo.task_switch_cost_EZ_non_decision_100.0,1.0
threebytwo.task_switch_cost_EZ_non_decision_900.0,1.0
threebytwo.task_switch_cost_EZ_thresh_100.0,1.0
threebytwo.task_switch_cost_EZ_thresh_900.0,1.0
threebytwo.task_switch_cost_hddm_drift,1.0
threebytwo.task_switch_cost_rt_100.0,-1.0
threebytwo.task_switch_cost_rt_900.0,-1.0
time_perspective_survey.future,1.0
time_perspective_survey.past_negative,1.0
time_perspective_survey.past_positive,1.0
time_perspective_survey.present_fatalistic,1.0
time_perspective_survey.present_hedonistic,1.0
tower_of_london.avg_move_time,1.0
tower_of_london.num_correct,1.0
tower_of_london.num_extra_moves,-1.0
tower_of_london.num_optimal_solutions,1.0
tower_of_london.planning_time,1.0
tower_of_london.weighted_performance_score,1.0
two_stage_decision.avg_rt,-1.0
two_stage_decision.missed_percent,-1.0
two_stage_decision.model_based,1.0
two_stage_decision.model_free,1.0
two_stage_decision.perseverance,-1.0
upps_impulsivity_survey.lack_of_perseverance,-1.0
upps_impulsivity_survey.lack_of_premeditation,-1.0
upps_impulsivity_survey.negative_urgency,-1.0
upps_impulsivity_survey.positive_urgency,-1.0
upps_impulsivity_survey.sensation_seeking,-1.0
writing_task.neutral_probability,1.0
writing_task.positive_probability,1.0
writing_task.sentiment_label,1.0
